step,time,loss,test_loss
128,5.8852,0.30202943086624146,0.5821504592895508
129,5.9312,0.2996169626712799,0.5821307897567749
130,5.9778,0.29488131403923035,0.5789409875869751
131,6.0251,0.29609477519989014,0.5777872800827026
132,6.0736,0.2940137982368469,0.5761902332305908
133,6.1217,0.2956341803073883,0.5724337697029114
134,6.1678,0.29107865691185,0.5703195929527283
135,6.2150,0.2913442552089691,0.5689226388931274
136,6.2628,0.2896553575992584,0.5661281943321228
137,6.3122,0.28637972474098206,0.5658643245697021
138,6.3612,0.2873753607273102,0.5639586448669434
139,6.4102,0.2847002148628235,0.5624014139175415
140,6.4630,0.28624460101127625,0.5601609349250793
141,6.5094,0.2816199064254761,0.5574542284011841
142,6.5559,0.27913618087768555,0.555249810218811
143,6.6045,0.27986249327659607,0.5513661503791809
144,6.6492,0.27849090099334717,0.5506596565246582
145,6.6944,0.275189608335495,0.5488510131835938
146,6.7414,0.27113401889801025,0.5447260141372681
147,6.7898,0.27426424622535706,0.5461248159408569
148,6.8372,0.27240070700645447,0.5408152937889099
149,6.8821,0.26857149600982666,0.5407171249389648
150,6.9263,0.2712063789367676,0.5364348888397217
151,6.9724,0.26906490325927734,0.5327135324478149
152,7.0200,0.2670099437236786,0.5323891043663025
153,7.0664,0.2668943405151367,0.5305317640304565
154,7.1117,0.2632186710834503,0.5299399495124817
155,7.1561,0.2642737627029419,0.5252233743667603
156,7.2002,0.2657531499862671,0.5251437425613403
157,7.2416,0.26012474298477173,0.5202023983001709
158,7.2866,0.25826025009155273,0.519244909286499
159,7.3325,0.25794634222984314,0.5188893675804138
160,7.3771,0.2541574537754059,0.5155688524246216
161,7.4209,0.2576700747013092,0.5107067227363586
162,7.4619,0.2564675211906433,0.5101708173751831
163,7.5043,0.2528850734233856,0.5125145316123962
164,7.5461,0.24929840862751007,0.5086392164230347
165,7.5877,0.2498822808265686,0.5061090588569641
166,7.6297,0.2501874566078186,0.5062519311904907
167,7.6732,0.2452162802219391,0.5032004117965698
168,7.7201,0.24632179737091064,0.5016810297966003
169,7.7691,0.24395431578159332,0.5023253560066223
170,7.8221,0.24432513117790222,0.4997003674507141
171,7.8727,0.2395411878824234,0.500285267829895
172,7.9267,0.2401963770389557,0.4955998957157135
173,7.9758,0.2397732138633728,0.4953969717025757
174,8.0271,0.24120552837848663,0.4911981225013733
175,8.0768,0.2352529764175415,0.4872840642929077
176,8.1211,0.23363038897514343,0.4842844009399414
177,8.1627,0.2361544519662857,0.48457208275794983
178,8.2056,0.233523428440094,0.4816631078720093
179,8.2481,0.23239071667194366,0.48224595189094543
180,8.2941,0.23124638199806213,0.47570881247520447
181,8.3369,0.23123803734779358,0.47538691759109497
182,8.3850,0.2276725471019745,0.47483888268470764
183,8.4342,0.2277616709470749,0.4723585247993469
184,8.4761,0.2241048961877823,0.4704314172267914
185,8.5174,0.22541400790214539,0.468940407037735
186,8.5630,0.22198350727558136,0.46731168031692505
187,8.6115,0.2183637022972107,0.467300683259964
188,8.6581,0.22223548591136932,0.46726587414741516
189,8.7050,0.22111380100250244,0.4626106321811676
190,8.7526,0.21876217424869537,0.461459755897522
191,8.7947,0.21572595834732056,0.4616924226284027
192,8.8407,0.21643030643463135,0.45846477150917053
193,8.8881,0.21586747467517853,0.4562716782093048
194,8.9302,0.21423815190792084,0.45538339018821716
195,8.9705,0.21522358059883118,0.4522181749343872
196,9.0147,0.21458640694618225,0.45092880725860596
197,9.0673,0.21043318510055542,0.446720689535141
198,9.1189,0.21052035689353943,0.4451499879360199
199,9.1738,0.20937301218509674,0.4437445402145386
200,9.2185,0.21025969088077545,0.44385647773742676
201,9.2664,0.20669785141944885,0.4415667951107025
202,9.3274,0.2073834389448166,0.4388919770717621
203,9.3785,0.20114858448505402,0.4399476945400238
204,9.4258,0.20868299901485443,0.4377405643463135
205,9.4736,0.20350153744220734,0.43785417079925537
206,9.5233,0.2007264494895935,0.4338940978050232
207,9.5724,0.20406831800937653,0.4303620755672455
208,9.6190,0.20016272366046906,0.4311504662036896
209,9.6659,0.1980103999376297,0.42907047271728516
210,9.7122,0.19545194506645203,0.4297499656677246
211,9.7574,0.1988632082939148,0.4273565411567688
212,9.8052,0.19539542496204376,0.42491498589515686
213,9.8509,0.1950247436761856,0.4239192306995392
214,9.8958,0.1918693631887436,0.4225144684314728
215,9.9375,0.19049884378910065,0.4215928614139557
216,9.9824,0.18927694857120514,0.41745322942733765
217,10.0270,0.18804925680160522,0.41458114981651306
218,10.0707,0.18935765326023102,0.41603532433509827
219,10.1153,0.18980772793293,0.4127100706100464
220,10.1688,0.18826916813850403,0.411451518535614
221,10.2135,0.18784187734127045,0.4120204746723175
222,10.2590,0.18790718913078308,0.4085771441459656
223,10.3039,0.18486136198043823,0.40813228487968445
224,10.3530,0.18474766612052917,0.4061242938041687
225,10.3982,0.18387679755687714,0.4051581919193268
226,10.4435,0.18242962658405304,0.4018886685371399
227,10.4840,0.17994324862957,0.4015696942806244
228,10.5278,0.178446426987648,0.39936068654060364
229,10.5690,0.18000522255897522,0.39838072657585144
230,10.6124,0.17891660332679749,0.3967420160770416
231,10.6564,0.18143193423748016,0.3951336443424225
232,10.7058,0.1758607178926468,0.3943942189216614
233,10.7478,0.17430707812309265,0.393541544675827
234,10.7889,0.17418764531612396,0.39171117544174194
235,10.8298,0.17138740420341492,0.38989487290382385
236,10.8739,0.1726401001214981,0.38793498277664185
237,10.9218,0.1712995022535324,0.38807597756385803
238,10.9702,0.17000454664230347,0.38691404461860657
239,11.0171,0.17219871282577515,0.3847023546695709
240,11.0629,0.16888754069805145,0.38124412298202515
241,11.1110,0.1657409965991974,0.3816300928592682
242,11.1593,0.16762886941432953,0.3790976405143738
243,11.2083,0.16963356733322144,0.37708181142807007
244,11.2572,0.16363787651062012,0.37734130024909973
245,11.3058,0.16480359435081482,0.3749089539051056
246,11.3534,0.1638435572385788,0.37380707263946533
247,11.3985,0.16252565383911133,0.3716752827167511
248,11.4450,0.16605599224567413,0.37318912148475647
249,11.4937,0.16043031215667725,0.3696502447128296
250,11.5412,0.16067558526992798,0.36969220638275146
251,11.5900,0.1602075845003128,0.3665558099746704
252,11.6413,0.15941855311393738,0.36610013246536255
253,11.6895,0.15678352117538452,0.3633590340614319
254,11.7347,0.15872788429260254,0.3623988926410675
255,11.7814,0.15799331665039062,0.3664599359035492
256,11.8281,0.15403063595294952,0.36276185512542725
257,11.8762,0.15389643609523773,0.3616553843021393
258,11.9283,0.15203849971294403,0.3638945519924164
259,11.9730,0.1557912528514862,0.3607425093650818
260,12.0182,0.1500227302312851,0.35405203700065613
261,12.0639,0.15460903942584991,0.35132184624671936
262,12.1077,0.14841386675834656,0.3505447506904602
263,12.1513,0.15261955559253693,0.3527992367744446
264,12.1945,0.14955875277519226,0.35057151317596436
265,12.2404,0.14978903532028198,0.34726983308792114
266,12.2830,0.14724034070968628,0.34794002771377563
267,12.3262,0.148556649684906,0.34731951355934143
268,12.3699,0.14629749953746796,0.3462959825992584
269,12.4130,0.14846110343933105,0.3442877531051636
270,12.4552,0.1451381891965866,0.3455795645713806
271,12.4971,0.14455723762512207,0.342447966337204
272,12.5388,0.14381082355976105,0.3434261381626129
273,12.5818,0.14093196392059326,0.34171631932258606
274,12.6226,0.14148610830307007,0.34240594506263733
275,12.6675,0.14209435880184174,0.33644360303878784
276,12.7133,0.14066003262996674,0.33638516068458557
277,12.7555,0.14220182597637177,0.3356938660144806
278,12.7985,0.1385374367237091,0.33560121059417725
279,12.8405,0.13937583565711975,0.33186253905296326
280,12.8813,0.13906040787696838,0.33113017678260803
281,12.9262,0.13761726021766663,0.33326420187950134
282,12.9748,0.13680267333984375,0.3288884162902832
283,13.0326,0.13628368079662323,0.3292228877544403
284,13.0863,0.13711518049240112,0.32834428548812866
285,13.1314,0.13470488786697388,0.3289499282836914
286,13.1767,0.13596348464488983,0.32448190450668335
287,13.2257,0.13327656686306,0.3278602063655853
288,13.2754,0.13094095885753632,0.3216169774532318
289,13.3317,0.1313159316778183,0.3239652216434479
290,13.3814,0.13205765187740326,0.32068634033203125
291,13.4293,0.12901180982589722,0.3192870318889618
292,13.4788,0.13020877540111542,0.31691470742225647
293,13.5263,0.12907195091247559,0.3169923722743988
294,13.5752,0.1315634399652481,0.3165196180343628
295,13.6231,0.12825992703437805,0.31428560614585876
296,13.6734,0.12686394155025482,0.31341752409935
297,13.7235,0.12851779162883759,0.3124064803123474
298,13.7718,0.1281498670578003,0.31300920248031616
299,13.8191,0.12696757912635803,0.30964118242263794
300,13.8651,0.1250106394290924,0.31176885962486267
301,13.9154,0.13021604716777802,0.3110029697418213
302,13.9628,0.1273220181465149,0.3098275661468506
303,14.0087,0.12277835607528687,0.30737626552581787
304,14.0556,0.12262222170829773,0.3080030083656311
305,14.1014,0.12514165043830872,0.3065685033798218
306,14.1465,0.1211870014667511,0.30319902300834656
307,14.1925,0.11961756646633148,0.30264613032341003
308,14.2400,0.12273962795734406,0.30202406644821167
309,14.2885,0.12015968561172485,0.30252477526664734
310,14.3322,0.11943572759628296,0.3002476096153259
311,14.3730,0.12024261802434921,0.2994456887245178
312,14.4142,0.11751630157232285,0.29787206649780273
313,14.4583,0.11695118248462677,0.2981413006782532
314,14.5060,0.11706704646348953,0.29707828164100647
315,14.5465,0.11596938222646713,0.29547521471977234
316,14.5886,0.11471780389547348,0.2932196855545044
317,14.6302,0.1172233372926712,0.29399996995925903
318,14.6728,0.113059401512146,0.29416415095329285
319,14.7140,0.11706580221652985,0.29030510783195496
320,14.7549,0.11432668566703796,0.2901260554790497
321,14.7970,0.1139867752790451,0.29096004366874695
322,14.8392,0.11113590002059937,0.2916189134120941
323,14.8815,0.1138136237859726,0.2896519601345062
324,14.9260,0.1106407418847084,0.28720203042030334
325,14.9712,0.10977566242218018,0.28518176078796387
326,15.0150,0.11183751374483109,0.2859041392803192
327,15.0590,0.10991105437278748,0.2810590863227844
328,15.1060,0.11178223043680191,0.28347691893577576
329,15.1517,0.10728053748607635,0.2824519872665405
330,15.1972,0.10791615396738052,0.2814955711364746
331,15.2423,0.10637947916984558,0.27991604804992676
332,15.2830,0.10822010785341263,0.2824917435646057
333,15.3248,0.10862018913030624,0.277721107006073
334,15.3693,0.10685963928699493,0.27780818939208984
335,15.4139,0.10704497247934341,0.2783382534980774
336,15.4610,0.10459177196025848,0.2755858302116394
337,15.5076,0.10789842158555984,0.2744123339653015
338,15.5541,0.10052590817213058,0.2758713662624359
339,15.5987,0.10602511465549469,0.27262675762176514
340,15.6383,0.10517367720603943,0.2754818797111511
341,15.6825,0.10461202263832092,0.2728382349014282
342,15.7254,0.10441236943006516,0.27069351077079773
343,15.7681,0.10448209196329117,0.270734041929245
344,15.8105,0.10091385245323181,0.26889845728874207
345,15.8530,0.10239317268133163,0.2709977626800537
346,15.8946,0.10027026385068893,0.2702312171459198
347,15.9358,0.10043670982122421,0.2689598798751831
348,15.9778,0.10186317563056946,0.26837506890296936
349,16.0209,0.0992668941617012,0.26728469133377075
350,16.0655,0.09732475131750107,0.2673231065273285
351,16.1082,0.10182217508554459,0.2678530812263489
352,16.1492,0.10005440562963486,0.2630782723426819
353,16.1930,0.099541075527668,0.26205405592918396
354,16.2374,0.09862540662288666,0.2603473663330078
355,16.2812,0.09723874926567078,0.26089757680892944
356,16.3249,0.09974393248558044,0.2578827142715454
357,16.3652,0.09643972665071487,0.25855398178100586
358,16.4058,0.0993623435497284,0.2601204812526703
359,16.4513,0.0983365997672081,0.26022499799728394
360,16.4925,0.09431424736976624,0.2585916817188263
361,16.5347,0.09773432463407516,0.25795498490333557
362,16.5770,0.0968952551484108,0.25604596734046936
363,16.6218,0.09322772920131683,0.2577531337738037
364,16.6660,0.09522631764411926,0.25504952669143677
365,16.7096,0.09635699540376663,0.2553170621395111
366,16.7535,0.091603122651577,0.2555600702762604
367,16.7980,0.091691754758358,0.25126975774765015
368,16.8394,0.09598395228385925,0.2520817518234253
369,16.8846,0.09260133653879166,0.24920137226581573
370,16.9296,0.09297638386487961,0.2477743923664093
371,16.9764,0.08991006016731262,0.24862495064735413
372,17.0243,0.09163431078195572,0.24700982868671417
373,17.0727,0.0900619775056839,0.24846839904785156
374,17.1178,0.09237153828144073,0.24588117003440857
375,17.1638,0.0888119488954544,0.24455763399600983
376,17.2101,0.09094446152448654,0.24635377526283264
377,17.2618,0.08980033546686172,0.24341389536857605
378,17.3093,0.08642859011888504,0.2447558045387268
379,17.3606,0.08759861439466476,0.24479345977306366
380,17.4115,0.08667509257793427,0.24330396950244904
381,17.4629,0.08686093240976334,0.2431933581829071
382,17.5142,0.08426975458860397,0.24331015348434448
383,17.5633,0.08548663556575775,0.24297086894512177
384,17.6111,0.0874103531241417,0.24231640994548798
385,17.6596,0.08476419746875763,0.24125105142593384
386,17.7075,0.08682436496019363,0.24139249324798584
387,17.7592,0.0855572372674942,0.24168045818805695
388,17.8099,0.08726808428764343,0.23941349983215332
389,17.8587,0.08373194187879562,0.23782947659492493
390,17.9057,0.08281754702329636,0.23709043860435486
391,17.9555,0.08488652110099792,0.23537461459636688
392,18.0040,0.0839659795165062,0.2378290593624115
393,18.0471,0.08441788703203201,0.23600463569164276
394,18.0916,0.08322229236364365,0.2361418604850769
395,18.1357,0.08241388201713562,0.2367459088563919
396,18.1816,0.08315595239400864,0.2360987812280655
397,18.2296,0.08557306230068207,0.23381611704826355
398,18.2769,0.08254002034664154,0.23362997174263
399,18.3262,0.08063407242298126,0.2319381684064865
400,18.3736,0.07993095368146896,0.23105818033218384
401,18.4189,0.08485894650220871,0.23004241287708282
402,18.4651,0.0821007713675499,0.23012574017047882
403,18.5089,0.0790020227432251,0.22835688292980194
404,18.5560,0.08014456182718277,0.22704796493053436
405,18.6016,0.08028185367584229,0.22969664633274078
406,18.6474,0.07779399305582047,0.22661790251731873
407,18.6960,0.07938609272241592,0.22456324100494385
408,18.7420,0.07838334143161774,0.22571714222431183
409,18.7880,0.07896456122398376,0.22575229406356812
410,18.8335,0.07880033552646637,0.225641667842865
411,18.8782,0.07774833589792252,0.2263641506433487
412,18.9239,0.07813709229230881,0.22783392667770386
413,18.9685,0.07931339740753174,0.22599780559539795
414,19.0088,0.07748331874608994,0.22330035269260406
415,19.0491,0.07536874711513519,0.22412849962711334
416,19.0903,0.07862722873687744,0.22130954265594482
417,19.1340,0.07644396275281906,0.22031980752944946
418,19.1799,0.07663069665431976,0.22187590599060059
419,19.2221,0.07641439884901047,0.22102871537208557
420,19.2654,0.07719194144010544,0.21907418966293335
421,19.3125,0.07348816841840744,0.22018690407276154
422,19.3603,0.07450471818447113,0.22035977244377136
423,19.4019,0.07685355097055435,0.21819646656513214
424,19.4418,0.07418439537286758,0.21750855445861816
425,19.4835,0.07567951828241348,0.2163931429386139
426,19.5241,0.07363598793745041,0.21592499315738678
427,19.5641,0.07481256872415543,0.21494130790233612
428,19.6045,0.0749531164765358,0.21623595058918
429,19.6434,0.07534238696098328,0.21459871530532837
430,19.6828,0.07351434230804443,0.21370209753513336
431,19.7276,0.07278911024332047,0.214436337351799
432,19.7758,0.07492952793836594,0.2144414484500885
433,19.8231,0.07373229414224625,0.21408262848854065
434,19.8713,0.07266905903816223,0.21263553202152252
435,19.9182,0.0729716569185257,0.21483592689037323
436,19.9615,0.07337450981140137,0.2107996642589569
437,20.0044,0.07027902454137802,0.2108648270368576
438,20.0483,0.07217167317867279,0.21226055920124054
439,20.0933,0.0694705918431282,0.21019701659679413
440,20.1366,0.07053661346435547,0.2090020626783371
441,20.1783,0.0696050226688385,0.21058325469493866
442,20.2243,0.07046281546354294,0.20653198659420013
443,20.2698,0.06954009085893631,0.2069864720106125
444,20.3161,0.07120271772146225,0.20831772685050964
445,20.3633,0.06967713683843613,0.20973092317581177
446,20.4091,0.06825903803110123,0.2085902839899063
447,20.4537,0.07113426923751831,0.20778922736644745
448,20.4987,0.0725804939866066,0.2078399956226349
449,20.5455,0.06871695071458817,0.20947089791297913
450,20.5901,0.06981240212917328,0.20341914892196655
451,20.6330,0.06975328922271729,0.20351459085941315
452,20.6775,0.0677926167845726,0.20431293547153473
453,20.7211,0.06873778253793716,0.20312200486660004
454,20.7619,0.06735645234584808,0.20414431393146515
455,20.8021,0.06638486683368683,0.2017216831445694
456,20.8442,0.06665743887424469,0.20294983685016632
457,20.8878,0.06591733545064926,0.202740877866745
458,20.9323,0.06501998752355576,0.20321698486804962
459,20.9771,0.06736377626657486,0.20234818756580353
460,21.0182,0.06792168319225311,0.20008651912212372
461,21.0646,0.06481015682220459,0.2004004865884781
462,21.1076,0.06700369715690613,0.20218023657798767
463,21.1505,0.06503130495548248,0.19944943487644196
464,21.1920,0.06687489151954651,0.19941554963588715
465,21.2321,0.06774654984474182,0.19954434037208557
466,21.2780,0.06343626976013184,0.19927208125591278
467,21.3203,0.06653513014316559,0.19812561571598053
468,21.3637,0.06585250794887543,0.19865772128105164
469,21.4105,0.06406852602958679,0.1987050622701645
470,21.4546,0.06573526561260223,0.19658204913139343
471,21.4964,0.06623939424753189,0.19663164019584656
472,21.5373,0.06641275435686111,0.194673553109169
473,21.5787,0.06371597945690155,0.19515016674995422
474,21.6199,0.06287527084350586,0.19479875266551971
475,21.6616,0.06480255722999573,0.1963730901479721
476,21.7029,0.06467536836862564,0.19494003057479858
477,21.7446,0.06342405825853348,0.19636274874210358
478,21.7893,0.06331981718540192,0.19493477046489716
479,21.8332,0.06243380159139633,0.19568951427936554
480,21.8764,0.06457936763763428,0.19689646363258362
481,21.9164,0.06398450583219528,0.19521208107471466
482,21.9605,0.06070353463292122,0.19373145699501038
483,22.0040,0.061983443796634674,0.19165654480457306
484,22.0487,0.06168263405561447,0.19177986681461334
485,22.0931,0.06106027960777283,0.19507402181625366
486,22.1393,0.061651624739170074,0.19244614243507385
487,22.1845,0.06109599769115448,0.18889249861240387
488,22.2291,0.060792431235313416,0.18974022567272186
489,22.2735,0.06222306191921234,0.19087578356266022
490,22.3192,0.06223049759864807,0.18961581587791443
491,22.3644,0.06236525624990463,0.19073058664798737
492,22.4107,0.06007993593811989,0.19013462960720062
493,22.4516,0.06099482253193855,0.1882932484149933
494,22.4931,0.06209377571940422,0.1887371987104416
495,22.5337,0.06255781650543213,0.1877516210079193
496,22.5762,0.06286688894033432,0.18637868762016296
497,22.6183,0.059999942779541016,0.18882949650287628
498,22.6633,0.06042404845356941,0.18795014917850494
499,22.7063,0.05933976173400879,0.18804103136062622
500,22.7501,0.06066276505589485,0.18871743977069855
501,22.7944,0.057907506823539734,0.18864765763282776
502,22.8416,0.06008520722389221,0.18584492802619934
503,22.8861,0.060492679476737976,0.18800896406173706
504,22.9307,0.05804459750652313,0.18962803483009338
505,22.9731,0.06026383116841316,0.1849343180656433
506,23.0227,0.06014654412865639,0.18582621216773987
507,23.0698,0.05760164558887482,0.1858387142419815
508,23.1145,0.05809585005044937,0.18561960756778717
509,23.1581,0.059310201555490494,0.1843024045228958
510,23.2016,0.05655202269554138,0.18253733217716217
511,23.2437,0.059290334582328796,0.18246610462665558
512,23.2858,0.05917537957429886,0.18258586525917053
513,23.3264,0.05651186406612396,0.1803056299686432
514,23.3688,0.058504559099674225,0.182073175907135
515,23.4114,0.05776134878396988,0.1821841448545456
516,23.4528,0.05721743777394295,0.18042398989200592
517,23.4967,0.05515684187412262,0.1803961843252182
518,23.5376,0.05834762006998062,0.1813521534204483
519,23.5808,0.05593401566147804,0.18152882158756256
520,23.6245,0.05783168971538544,0.18202580511569977
521,23.6680,0.05395658314228058,0.18021972477436066
522,23.7117,0.05872412025928497,0.18026921153068542
523,23.7577,0.054120082408189774,0.18002121150493622
524,23.8029,0.053795211017131805,0.18108908832073212
525,23.8475,0.055572256445884705,0.1811254322528839
526,23.8918,0.054009806364774704,0.18092972040176392
527,23.9323,0.05781782791018486,0.18282996118068695
528,23.9770,0.0570884644985199,0.18163715302944183
529,24.0207,0.05480260029435158,0.19017387926578522
530,24.0627,0.09139431267976761,0.17951466143131256
531,24.1037,0.055881161242723465,0.17878419160842896
532,24.1444,0.05939525365829468,0.17975682020187378
533,24.1875,0.05829820781946182,0.18051430583000183
534,24.2296,0.06162413954734802,0.17988143861293793
535,24.2728,0.058821409940719604,0.18180184066295624
536,24.3173,0.05835375189781189,0.18002982437610626
537,24.3612,0.05788762494921684,0.18063609302043915
538,24.4033,0.05548648163676262,0.17737634479999542
539,24.4472,0.056571826338768005,0.1772821992635727
540,24.4914,0.05708957090973854,0.17878307402133942
541,24.5339,0.055350691080093384,0.17821826040744781
542,24.5780,0.056144844740629196,0.17892034351825714
543,24.6205,0.05595685914158821,0.17744427919387817
544,24.6657,0.05601711943745613,0.17775851488113403
545,24.7124,0.055028993636369705,0.1762431412935257
546,24.7600,0.05719612166285515,0.1741044968366623
547,24.8050,0.05638352036476135,0.1758740097284317
548,24.8488,0.05430573597550392,0.17578034102916718
549,24.8923,0.05776740983128548,0.17477135360240936
550,24.9383,0.05434195697307587,0.1749943643808365
551,24.9854,0.05292433872818947,0.17263218760490417
552,25.0327,0.05711107328534126,0.1720723956823349
553,25.0778,0.055274974554777145,0.17615553736686707
554,25.1220,0.05412399023771286,0.17332428693771362
555,25.1657,0.05523231625556946,0.17313095927238464
556,25.2093,0.052248429507017136,0.17474178969860077
557,25.2537,0.05511030554771423,0.1715499460697174
558,25.2975,0.054835245013237,0.17270837724208832
559,25.3423,0.05376226082444191,0.1712190955877304
