step,time,loss,test_loss
0,0.1903,1.1502598524093628,0.9620950222015381
1,0.2342,0.7199364900588989,0.9401557445526123
2,0.2798,0.6006953716278076,0.9407099485397339
3,0.3249,0.5793584585189819,0.940400242805481
4,0.3665,0.574730634689331,0.9349194169044495
5,0.4082,0.5672821998596191,0.9311699867248535
6,0.4484,0.5662841796875,0.9289393424987793
7,0.4910,0.5606430172920227,0.9279773831367493
8,0.5356,0.5577878952026367,0.9261544346809387
9,0.5760,0.5577192902565002,0.9267784953117371
10,0.6171,0.5509722232818604,0.9155406951904297
11,0.6579,0.5547055602073669,0.9151375889778137
12,0.6985,0.5479984879493713,0.9145525693893433
13,0.7431,0.5443223714828491,0.9047003388404846
14,0.7896,0.5453767776489258,0.9046761989593506
15,0.8383,0.5358003377914429,0.9054838418960571
16,0.8851,0.5363616943359375,0.8978489637374878
17,0.9321,0.5339402556419373,0.8972960114479065
18,0.9812,0.5306557416915894,0.8940001130104065
19,1.0270,0.5274090766906738,0.8858748078346252
20,1.0717,0.5297390818595886,0.8848448991775513
21,1.1211,0.5223698616027832,0.8803954720497131
22,1.1683,0.5168306827545166,0.8822806477546692
23,1.2137,0.5210959911346436,0.8741403818130493
24,1.2626,0.5129620432853699,0.87068110704422
25,1.3109,0.5139530897140503,0.8670230507850647
26,1.3544,0.5095509886741638,0.8659954071044922
27,1.4004,0.5042871236801147,0.8625674247741699
28,1.4458,0.5051547884941101,0.8597795367240906
29,1.4933,0.49984171986579895,0.8539003729820251
30,1.5355,0.4980102479457855,0.8538506031036377
31,1.5789,0.494867205619812,0.8492693305015564
32,1.6269,0.4939875900745392,0.8447049856185913
33,1.6750,0.49188917875289917,0.8458426594734192
34,1.7203,0.4852147102355957,0.8425982594490051
35,1.7668,0.48195555806159973,0.8397563695907593
36,1.8131,0.4832085967063904,0.8340710997581482
37,1.8576,0.4810653030872345,0.8304694294929504
38,1.9006,0.47859159111976624,0.8237213492393494
39,1.9409,0.4744912087917328,0.8236903548240662
40,1.9853,0.4715708792209625,0.8239933252334595
41,2.0291,0.472611665725708,0.8176624178886414
42,2.0716,0.4695580005645752,0.8144052028656006
43,2.1161,0.4662798345088959,0.8121875524520874
44,2.1585,0.46352797746658325,0.8120939135551453
45,2.2032,0.463265985250473,0.8066783547401428
46,2.2484,0.45780810713768005,0.8037042021751404
47,2.2910,0.45604681968688965,0.798551619052887
48,2.3349,0.45524558424949646,0.797561526298523
49,2.3778,0.44963353872299194,0.7952250242233276
50,2.4202,0.4463128447532654,0.7900350093841553
51,2.4700,0.44621121883392334,0.7867543697357178
52,2.5116,0.44655612111091614,0.785880982875824
53,2.5532,0.44454771280288696,0.7808061838150024
54,2.5963,0.4421525001525879,0.7774137854576111
55,2.6411,0.43809571862220764,0.7752392888069153
56,2.6848,0.43747439980506897,0.7711367011070251
57,2.7305,0.43811315298080444,0.7684360146522522
58,2.7745,0.43180611729621887,0.7655136585235596
59,2.8180,0.4309357702732086,0.7643272280693054
60,2.8642,0.4267776310443878,0.75783371925354
61,2.9084,0.4253765344619751,0.7595701813697815
62,2.9513,0.422084778547287,0.755397617816925
63,2.9965,0.42077985405921936,0.7524101138114929
64,3.0425,0.41793006658554077,0.7486391663551331
65,3.0864,0.41738855838775635,0.7467561364173889
66,3.1311,0.4136832356452942,0.7437775731086731
67,3.1747,0.4135207235813141,0.743686318397522
68,3.2176,0.41068774461746216,0.7396109700202942
69,3.2608,0.407762348651886,0.7343371510505676
